종목코드,기업,현재가,주식수(M),TTM매출($M),시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
COIN,Coinbase,186.48,263.84,6040.0,49200.0,-7.85,4.06,20.14,,0.51,164.71,10.84,-38.73,FY 2026,FY 2025,5360.0,-141.51,-813.59,298.70681804383463,-2.07,,164.71,,,,,,-2.640111940298507,21.511627906976745,-22.093023255813947,,194.97,USD,,,금융,Stock Lists Top Analysts Top Stocks Corporate Actions,Coinbase Global Inc,2,"글로벌AI인공지능,미국나스닥100",1.74,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
RKLB,Rocket Lab,72.57,598.46,769.15,43430.0,-7.92,-5.51,18.68,,0.04,2878.0,,,FY 2026,FY 2025,953.34,-94.95,-166.88,15.090340514246003,-0.05,,2878.0,49.268373442566975,,57.18349744760619,,,-9.959720561394676,-38.0259222333001,58.414755732801616,,112.94,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Stocks Corporate Actions,Rocket Lab Corp,2,"글로벌우주테크&방산,미국나스닥100",1.69,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
GLW,Corning,149.84,861.39,16960.0,129070.0,16.81,11.27,10.07,0.75,0.71,40.47,1.33,,FY 2026,FY 2025,19220.0,4140.0,2270.0,2816.7305125467165,3.27,31.17632850241546,45.82262996941896,1.995007538779996,0.5841126457640219,2.18309724631835,1.4814595010791225,,21.54006243496358,14.843250159948818,22.968650031989757,78.44827586206897,191.4,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Corning Inc,2,"나스닥100채권혼합50,미국나스닥100",1.68,0.5841126457640219,탈락,"PEG매출>1,fPER>30",,2026-08-23
SPCX,SpaceX,136.74,13570.0,23040.0,1860000.0,,,,,0.31,105.57,,,FY 2026,FY 2025,44630.0,5160.0,1440.0,1224.2211496270293,0.09,360.4651162790698,1519.3333333333335,10.926792501284028,,11.035265069040873,,,11.561729778176115,-11.033743974290305,139.04659882163898,,213.5,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Space Exploration Technologies Corp,2,"나스닥100채권혼합50,미국나스닥100",1.54,,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5","기저효과,비지배괴리",2026-08-23
PDD,PDD Holdings,88.38,1420.0,64140.0,125800.0,25.4,15.69,4.26,,0.01,7.91,0.92,-25.1,FY 2026,FY 2025,69486.93309222424,15472.470162748643,13716.739150090416,96919.23512106812,68.09,8.130569888114877,1.2979879571155821,0.11818176244578615,0.08872443377933976,0.11444735589564117,0.19176291339707918,,22.266733433483555,21.558411485469488,10.982980201458847,14.629430719656277,116.51,CNY,6.897,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,PDD Holdings Inc,2,"글로벌AI인공지능,글로벌소비트렌드",1.41,0.08872443377933976,통과,,비지배괴리,2026-08-23
KO,The Coca-Cola Company,91.06,4300.0,50130.0,391960.0,42.05,20.1,5.81,2.33,1.16,26.8,3.62,,FY 2026,FY 2025,49720.0,16120.000000000002,14280.0,14204.568416428727,3.3,24.315136476426797,27.593939393939397,7.431760980592457,3.8049257714762232,14.209552033499815,3.2562035644088736,,32.42156074014482,31.351689612015022,3.7129745515227297,7.252162341982715,94.7,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Coca-Cola Co/The,2,"나스닥100채권혼합50,미국S&P500",1.36,3.8049257714762232,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
QCOM,QUALCOMM,160.46,1070.0,44070.0,171690.0,33.75,25.56,12.61,2.29,0.55,17.34,4.67,,FY 2026,FY 2025,42950.0,13200.0,13750.0,11256.255764676554,10.52,13.006818181818181,15.252851711026617,,2.33312139135333,23.774135264176277,,,30.73341094295693,27.981029810298104,-3.0036133694670286,6.537530266343827,193.1,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,QUALCOMM Inc,2,"글로벌AI인공지능,미국나스닥100",1.2,2.33312139135333,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
EBAY,eBay,104.13,445.0,12010.0,46340.0,46.61,28.48,10.55,1.19,1.53,16.6,1.36,,FY 2026,FY 2025,12510.0,3410.0,2009.9999999999998,2727.976567751849,6.13,13.589442815249267,16.98694942903752,1.337270486966783,0.42120701135266503,1.7645622990077814,1.6306133792261959,,27.258193445243805,21.891891891891895,12.702702702702705,40.32921810699588,116.15,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,eBay Inc,2,"글로벌AI인공지능,글로벌소비트렌드",1.1,0.42120701135266503,탈락,PEG매출>1,,2026-08-23
PEP,PepsiCo,143.45,1360.0,96900.0,195830.0,51.51,19.38,5.29,4.13,2.39,16.46,3.25,-4.81,FY 2026,FY 2025,98950.0,15900.0,10810.0,11685.638201463928,8.56,12.316352201257862,16.758177570093455,3.1356486437427877,2.728668478260866,4.052069658706479,3.3296284463771,,16.068721576553816,15.948046417544981,5.34440540828276,6.141522029372504,155.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,PepsiCo Inc,2,"나스닥100채권혼합50,미국S&P500",1.06,2.728668478260866,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
MSTR,Strategy,119.25,384.23,498.35,45820.0,-63.56,-71.75,20.82,,0.15,3.22,,-65.37,FY 2026,FY 2025,498.15,-10480.0,-6530.0,14229.813664596273,-17.44,,3.22,0.7345509560229445,,0.8974459783674822,,,-2103.784000802971,-1139.9115730360622,4.383630534543093,,229.07,USD,,기저효과→PEG(영익)1y 산출불가,금융,Stock Lists Top Analysts Top Stocks Corporate Actions,Strategy Inc,2,"글로벌AI인공지능,미국나스닥100",0.91,,금융,영업이익·PEG 기준 부적합(별도 판단),기저효과,2026-08-23
ALAB,Astera Labs,284.97,173.49,1200.0,49440.0,25.83,62.97,25.37,,0.03,50.78,0.97,,FY 2026,FY 2025,1910.0,759.07,588.06,699.172544478366,4.03,65.13233298641758,70.71215880893301,0.5700798769646388,0.20938961121224556,0.816085099611767,0.8188523464050684,,39.74188481675393,20.341806153449145,124.0390367494399,337.7061469265368,391.77,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Astera Labs Inc,2,"나스닥100채권혼합50,미국나스닥100",0.88,0.8188523464050684,탈락,fPER>30,"기저효과,비지배괴리",2026-08-23
CSCO,Cisco Systems,111.08,3940.0,63330.0,437660.0,27.32,20.65,9.41,1.51,0.59,21.66,1.53,,FY 2027,FY 2026,73020.0,25550.0,16010.000000000002,20212.42167806986,5.13,17.129549902152643,21.653021442495128,1.4151556738423297,0.36828447675448894,2.067470716341181,1.6385646013290185,,34.99041358531909,25.406600347386703,15.300805305542386,58.794282162834065,136.27,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Cisco Systems Inc,2,"나스닥100채권혼합50,미국S&P500",0.7,0.36828447675448894,탈락,PEG매출>1,,2026-08-23
SIMO,Silicon Motion Technology,258.33,33.91,1310.0,8760.0,31.57,19.24,13.57,0.77,0.07,18.29,0.34,,FY 2026,FY 2025,1870.0,472.0,428.29,377.7586807571711,11.14,18.559322033898304,23.18940754039497,0.20863328829606756,0.056933250938314015,0.3532575214609349,0.208100419686088,,25.240641711229944,10.50551584747581,111.14912548129578,407.3086844368014,349.27,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Silicon Motion Technology Corp,2,"나스닥100채권혼합50,미국나스닥100",0.52,0.208100419686088,통과,,기저효과,2026-08-23
GE,GE Aerospace,347.56,1040.0,50640.0,361460.0,48.23,31.03,11.35,0.54,1.13,41.5,2.4,,FY 2026,FY 2025,50290.0,10910.0,9030.0,8226.3453792151,7.91,33.13107241063245,43.93931731984829,4.548661607874139,2.912900197147985,4.313034060327206,2.2659124981646097,,21.694173792006364,20.671609245529872,9.659834278238112,15.084388185654007,404.9,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,General Electric Co,1,글로벌우주테크&방산,8.27,2.912900197147985,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
MRNA,Moderna,145.13,399.24,2230.0,57940.0,-39.0,-75.99,9.05,,0.19,,,,FY 2026,FY 2025,2110.0,-3500.0,-3380.0,,-8.5,,,,,,,,-165.87677725118485,-158.24742268041237,8.762886597938135,,91.39,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Stocks Corporate Actions,Moderna Inc,1,글로벌바이오,7.03,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
MOG-A,Moog Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: 404,미분류,,Moog Inc,1,글로벌우주테크&방산,6.51,,보류,컨센서스 없음,,2026-08-23
TMO,Thermo Fisher,628.5,369.75,46340.0,232670.0,13.52,8.84,8.02,0.3,0.81,23.97,2.65,,FY 2026,FY 2025,47860.0,11230.0,7440.0,9299.39602227526,25.12,20.718610863757792,25.019904458598724,3.378445280833817,0.7288027918950709,3.992433947379147,2.5857282069225995,,23.464270789803592,18.761220825852785,7.405745062836622,34.33014354066985,631.42,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Thermo Fisher Scientific Inc,1,글로벌바이오,5.12,0.7288027918950709,탈락,PEG매출>1,,2026-08-23
HWM,Howmet Aerospace,271.68,398.8,9120.0,108350.0,34.73,22.99,10.59,0.21,0.81,46.55,1.54,,FY 2026,FY 2025,10090.0,2960.0,2200.0,2129.67093639576,5.34,36.604729729729726,50.87640449438202,2.281143136297019,1.26293192333113,2.8568980473097176,1.6738842144636557,,29.33597621407334,25.575757575757574,22.30303030303031,40.28436018957346,336.63,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Howmet Aerospace Inc,1,글로벌우주테크&방산,4.91,1.26293192333113,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
GD,General Dynamics,384.29,270.15,54860.0,103820.0,17.8,14.6,5.8,1.66,0.35,21.9,2.32,,FY 2026,FY 2025,55920.0,5880.0,4660.0,4592.72944911395,17.0,17.656462585034014,22.60529411764706,3.5249501658230105,2.663493350383633,4.076281572174343,2.361100421169121,,10.515021459227468,10.313986679352997,6.412940057088479,8.487084870848705,420.02,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,General Dynamics Corp,1,글로벌우주테크&방산,4.69,2.663493350383633,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
BIIB,Biogen,216.79,147.75,10030.0,32030.0,4.58,8.86,4.66,,0.44,16.41,4.08,,FY 2026,FY 2025,10440.0,2510.0,953.07,1833.5361409659117,12.41,12.760956175298805,17.46897663174859,3.141239616145339,,4.5731930859951575,4.3225349214275015,,24.042145593869733,28.816986855409503,5.56117290192113,-11.929824561403512,235.57,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Biogen Inc,1,글로벌바이오,4.21,,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-23
LMT,Lockheed Martin,563.57,230.79,77010.0,130070.0,89.16,27.42,4.82,2.45,2.34,18.2,0.95,,FY 2026,FY 2025,80960.0,9680.0,7040.0,7034.6782121120705,30.48,13.436983471074381,18.48982939632546,2.347989333661972,0.4804606226034013,2.7944821775129074,0.7904200949472289,,11.956521739130435,9.313790806129248,7.874750166555633,38.48354792560802,632.95,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Lockheed Martin Corp,1,글로벌우주테크&방산,4.19,0.4804606226034013,탈락,PEG매출>1,,2026-08-23
NOC,Northrop Grumman,551.03,142.06,42890.0,78280.0,26.96,15.02,3.59,1.79,0.95,18.83,3.35,-7.01,FY 2026,FY 2025,44060.0,4640.0,4140.0,4118.355080485637,28.99,16.870689655172413,19.00758882373232,3.778996924907913,,3.243986461133162,2.533845548837745,,10.53109396277803,12.753277711561385,5.029797377830758,-13.271028037383182,647.14,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Northrop Grumman Corp,1,글로벌우주테크&방산,4.07,,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
NVS,Novartis AG,159.04,1900.0,56690.0,302170.0,30.35,18.78,6.32,1.94,1.17,17.22,,,FY 2026,FY 2025,57710.0,21780.0,13950.0,16681.668762575453,8.78,13.873737373737374,18.113895216400913,9.870331172244612,1.2431232782085964,4.571405774162896,3.9614684151427593,,37.74042626927742,33.545085583200986,1.8351861655196755,14.571278274592325,157.15,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Novartis AG,1,글로벌바이오,4.01,1.2431232782085964,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
GOOG,Alphabet,343.42,12230.0,445870.0,4200000.0,48.68,24.93,10.79,0.26,0.19,25.38,,,FY 2026,FY 2025,497740.0,171500.0,251850.0,251691.80595189557,20.58,24.489795918367346,16.687074829931976,0.708347863486807,0.5071361601635473,0.7301620335476788,0.9879848223360721,,34.455739944549364,32.03256876179128,23.5577400456757,32.9045257284563,422.34,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,Alphabet Inc,1,글로벌AI인공지능,3.77,0.5071361601635473,통과,,비지배괴리,2026-08-23
BABA,Alibaba,119.34,2280.0,153840.0,272230.0,6.36,3.08,6.48,0.88,0.24,14.64,0.44,-0.13,FY 2027,FY 2026,167153.07692307694,12926.997692307692,13314.556153846153,13184.928774928774,5.78,21.05902750814232,20.647058823529413,1.9145454545454537,0.5327127262211727,1.852786722547,0.38268679541520856,,7.73362831858407,6.174509803921568,10.784313725490202,38.75833597967608,189.2,CNY,6.76,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,Alibaba Group Holding Ltd,1,글로벌AI인공지능,3.73,0.5327127262211727,탈락,"PEG매출>1,ROE<10,이익률<10",비지배괴리,2026-08-23
DIS,Disney,107.52,1730.0,98860.0,186100.0,8.01,7.11,10.12,1.39,0.39,14.46,2.33,-7.91,FY 2026,FY 2025,101430.0,19450.0,9900.0,11925.492931547618,6.89,9.568123393316196,15.60522496371553,2.1051448476052284,0.4102194398111042,2.616458723973764,1.2992877793925097,,19.175786256531598,14.921105580853542,7.412898443291316,38.04116394606103,127.72,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Walt Disney Co/The,1,글로벌소비트렌드,3.73,0.4102194398111042,탈락,"PEG매출>1,ROE<10",,2026-08-23
LHX,L3Harris Technologies,266.73,186.21,22930.0,49670.0,9.34,8.1,6.56,1.88,0.53,21.51,1.07,-3.41,FY 2026,FY 2025,23620.0,3810.0,2280.0,2234.6192779214934,12.0,13.036745406824148,22.227500000000003,2.7778024285714262,0.6331469696969699,3.018061117611532,1.8521067282276262,,16.13039796782388,12.894375857338819,8.001828989483318,35.106382978723396,341.73,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,L3Harris Technologies Inc,1,글로벌우주테크&방산,3.42,0.6331469696969699,탈락,"PEG매출>1,ROE<10",,2026-08-23
GILD,Gilead Sciences,146.11,1240.0,30460.0,181180.0,-20.68,34.37,5.71,2.25,2.23,15.99,2.57,,FY 2026,FY 2025,30690.0,3210.0,-4270.0,11330.83176985616,-0.42,56.442367601246104,15.99,3.7659647999999977,,2.9658611952255036,1.5739991019273112,,10.459433040078201,40.14945652173913,4.245923913043481,-72.84263959390863,157.41,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Gilead Sciences Inc,1,글로벌바이오,3.39,,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-23
NTRA,Natera,332.04,144.14,2710.0,47860.0,-12.54,-10.18,12.52,,0.13,,,,FY 2026,FY 2025,2910.0,-221.97,-192.94,,-1.39,,,,,,,,-7.627835051546391,-13.416017316017317,25.974025974025984,,336.74,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Natera Inc,1,글로벌바이오,3.24,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
RVTY,Revvity,124.72,111.59,2910.0,13920.0,3.21,4.39,8.68,0.22,0.46,22.08,2.15,,FY 2026,FY 2025,2850.0,818.28,283.13,597.1135343168697,5.35,17.011291978295937,23.312149532710283,,0.2653463433837642,9.639846422697358,2.9545338122880564,,28.711578947368423,15.23041958041958,-0.34965034965035446,87.85555223949126,121.07,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Revvity Inc,1,글로벌바이오,3.13,0.2653463433837642,탈락,"PEG매출>1,ROE<10",,2026-08-23
REGN,Regeneron Pharmaceuticals,834.05,99.85,15530.0,83280.0,14.04,13.5,5.17,0.45,0.09,13.72,1.16,,FY 2026,FY 2025,16920.0,6100.0,4770.0,5346.974402014268,53.55,13.652459016393443,15.57516339869281,0.8656893144854838,0.24011710239651413,1.167849823714109,0.918581625907837,,36.05200945626478,25.80195258019526,17.991631799163187,64.86486486486487,840.43,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Regeneron Pharmaceuticals Inc,1,글로벌바이오,3.12,0.24011710239651413,통과,,,2026-08-23
JPM,JPMorgan Chase,351.34,2660.0,186330.0,934570.0,17.79,,3.95,1.71,,14.57,1.44,,FY 2026,FY 2025,207980.0,99720.0,67530.0,64398.98588262083,24.21,9.371941436020858,14.512185047501031,1.037112480186668,0.9758348442862619,1.7918495548027817,1.152830216953345,,47.946917972882005,47.58015894765689,13.992874760208274,14.871558576200904,374.57,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,JPMorgan Chase & Co,1,미국S&P500,3.11,0.9758348442862619,탈락,PEG매출>1,,2026-08-23
TEVA,Teva Pharmaceutical,37.23,1170.0,17320.0,43510.0,9.69,15.21,7.93,,2.18,13.27,2.21,,FY 2026,FY 2025,16580.0,3980.0,1140.0,3278.8244159758856,,10.9321608040201,13.27,,17.472166666666574,114.58641160299865,,,24.004825090470447,22.885283893395133,-3.939745075318657,0.75949367088608,41.4,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Teva Pharmaceutical Industries Ltd,1,글로벌바이오,3.02,17.472166666666574,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-23
AMGN,Amgen,439.34,540.63,38100.0,237520.0,91.47,19.76,6.14,2.29,4.9,18.74,3.61,,FY 2026,FY 2025,38940.0,16960.0,8600.0,12456.095051668412,23.04,14.004716981132075,19.06857638888889,3.199863846080667,0.40931990504535143,4.155640330105719,3.3462774534770103,,43.55418592706729,31.482993197278912,5.959183673469393,46.58599827139154,388.48,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Amgen Inc,1,글로벌바이오,2.97,0.40931990504535143,탈락,PEG매출>1,,2026-08-23
BRK-B,Berkshire Hathaway Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: 404,미분류,,Berkshire Hathaway Inc,1,미국S&P500,2.94,,보류,컨센서스 없음,,2026-08-23
CRS,Carpenter Technology,492.33,49.56,3120.0,24400.0,25.75,22.32,11.1,0.16,0.33,36.81,1.73,,FY 2027,FY 2026,3480.0,877.98,670.88,663.1162025470721,13.38,27.79106585571425,36.79596412556054,3.188983557548579,1.4043752601575858,3.363421583905515,1.712714095636468,,25.22931034482759,22.298076923076923,11.538461538461542,26.200948684777913,625.88,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Carpenter Technology Corp,1,글로벌우주테크&방산,2.88,1.4043752601575858,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
CAT,Caterpillar,827.2,459.67,74730.0,380560.0,56.97,18.3,11.78,0.79,2.33,28.8,1.58,,FY 2026,FY 2025,79160.0,15110.0,12400.0,12559.584139264989,27.3,25.185969556585043,30.300366300366303,1.7700965931216583,1.0636785304247989,2.1623039065460707,1.0053755644390558,,19.087923193532085,17.399023524189968,17.117916851605266,28.486394557823136,979.22,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Caterpillar Inc,1,미국S&P500,2.84,1.0636785304247989,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
MEDP,Medpace Holdings,620.92,27.91,2780.0,17330.0,162.15,573.33,10.49,,0.33,33.91,2.65,,FY 2026,FY 2025,2850.0,599.94,502.56,494.0105005475746,17.7,28.886221955528885,35.08022598870056,2.7735303672316394,2.8870486292916104,3.7176172486143604,2.8253263617867987,,21.050526315789476,21.143873517786563,12.648221343873512,12.150895427524588,581.83,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Medpace Holdings Inc,1,글로벌바이오,2.82,2.8870486292916104,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
TDG,TransDigm Group,1200.25,55.28,10010.0,66350.0,,15.42,7.61,7.5,,25.78,1.67,-14.39,FY 2026,FY 2025,10500.0,4880.0,2100.0,2276.9893772130804,41.19,13.596311475409836,29.139354212187424,1.540721543075539,1.7997836425174574,2.0139735242960577,2.101511819104127,,46.476190476190474,47.56511891279728,18.9127972819932,16.1904761904762,1523.0,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,TransDigm Group Inc,1,글로벌우주테크&방산,2.79,1.7997836425174574,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-23
HONA,Honeywell Aerospace,164.73,316.95,17920.0,52210.0,,18.31,,,,19.91,,,FY 2026,FY 2025,18320.0,4360.0,2190.0,2472.15443452923,7.8,11.974770642201834,21.119230769230768,3.9942892976588658,0.9846498501498496,3.1019125435727792,,,23.799126637554586,20.632183908045974,5.287356321839076,21.448467966573826,218.38,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Honeywell Aerospace Inc,1,글로벌우주테크&방산,2.65,0.9846498501498496,탈락,"PEG매출>1,ROE<10",,2026-08-23
EXEL,Exelixis,54.08,247.78,2440.0,13400.0,44.39,66.0,6.49,,0.09,15.41,1.46,,FY 2026,FY 2025,2550.0,1030.0,820.64,887.0562130177515,3.58,13.009708737864077,15.106145251396647,1.5237503036191418,0.9821744986104735,1.345926661584707,0.9314752923361633,,40.3921568627451,38.47844827586207,9.913793103448265,15.380306934020371,53.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Exelixis Inc,1,글로벌바이오,2.64,0.9821744986104735,탈락,PEG매출>1,,2026-08-23
ABBV,AbbVie,264.53,1770.0,64390.0,468220.0,,17.7,5.42,2.61,,17.46,1.3,,FY 2026,FY 2025,67580.0,31290.0,13860.0,24797.800627528068,14.01,14.963886225631192,18.881513204853675,1.7987435321010155,0.39211166065536845,1.9693294023816188,0.6872130283884939,,46.300680674755846,34.53237410071942,10.497056899934588,48.15340909090908,276.59,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,AbbVie Inc,1,글로벌바이오,2.53,0.39211166065536845,탈락,"PEG매출>1,ROE<10",,2026-08-23
TDY,Teledyne Technologies,636.11,46.36,6370.0,29490.0,9.15,8.08,8.84,,0.19,29.46,3.16,,FY 2026,FY 2025,6560.0,1290.0,979.96,1146.0168838722861,24.72,22.86046511627907,25.73260517799353,3.579171447484556,2.296140154344039,4.061801178882303,2.509984176040803,,19.664634146341463,18.954248366013072,7.189542483660127,11.206896551724132,757.25,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Teledyne Technologies Inc,1,글로벌우주테크&방산,2.53,2.296140154344039,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-23
GPCR,Structure Therapeutics,49.09,71.31,,3500.0,-20.21,-15.65,-4.03,,0.0,,,,FY 2026,FY 2025,38.46,-445.89,-308.52,,-1.55,,,,,,,,-1159.3603744149766,,,,104.77,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Structure Therapeutics Inc,1,글로벌바이오,2.46,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
ROK,Rockwell Automation,437.1,111.05,8970.0,48540.0,30.63,21.36,12.03,1.26,1.03,30.21,2.09,,FY 2026,FY 2025,9050.0,1920.0,1440.0,1466.971859986273,13.21,25.28125,33.0885692657078,3.8867417982535675,0.9397153671461015,4.721141816243001,1.7718848413707091,,21.215469613259668,17.026378896882495,8.513189448441238,35.2112676056338,477.79,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Rockwell Automation Inc,1,글로벌휴머노이드로봇,2.36,0.9397153671461015,탈락,"PEG매출>1,fPER>30",,2026-08-23
CW,Curtiss-Wright,634.99,36.93,3650.0,23450.0,19.75,16.5,8.79,0.16,0.41,39.43,2.72,,FY 2026,FY 2025,3800.0,729.07,576.7,564.6553489031323,15.29,32.164264062435706,41.5297580117724,4.845138434706786,4.847713140140025,4.965022991067339,3.011890535841042,,19.18605263157895,19.186857142857143,8.571428571428562,8.566876135449885,806.5,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Curtiss-Wright Corp,1,글로벌우주테크&방산,2.35,4.847713140140025,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
AXON,Axon Enterprise,627.77,81.24,3220.0,51000.0,6.22,1.18,11.68,,0.5,69.86,2.37,-17.5,FY 2026,FY 2025,3710.0,186.44,291.87,626.3599726014305,7.71,273.5464492598155,81.42282749675745,2.4339296821611374,,2.6043706640766047,3.369951976523639,,5.025336927223719,-1.066546762589928,33.453237410071935,,693.4,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Axon Enterprise Inc,1,글로벌우주테크&방산,2.25,3.369951976523639,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
BAX,Baxter International,26.34,517.0,11470.0,13620.0,-14.37,6.8,5.39,0.15,1.56,12.5,,,FY 2026,FY 2025,11620.0,1580.0,372.0,1060.02277904328,2.05,8.620253164556962,12.848780487804879,3.8005340179717524,0.24745799457994583,4.7221007183109815,,,13.59724612736661,9.252669039145907,3.380782918149472,51.92307692307692,28.73,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Baxter International Inc,1,글로벌바이오,2.25,0.24745799457994583,탈락,"PEG매출>1,ROE<10",,2026-08-23
SE,Sea Limited,117.51,612.48,27720.0,71990.0,14.73,21.65,11.89,,0.32,27.54,1.48,-34.25,FY 2026,FY 2025,31030.0,2600.0,1850.0,2297.357671687516,3.75,27.68846153846154,31.336000000000002,0.8885634610630411,1.0222727868852457,1.0974909705360871,1.146318272062358,,8.37898807605543,8.674803836094158,35.26591107236268,30.6532663316583,155.29,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Sea Ltd,1,글로벌소비트렌드,2.16,1.0222727868852457,탈락,"PEG영익>1,이익률<10,fPER>30",,2026-08-23
ICLR,ICLR,172.23,77.15,8290.0,13290.0,0.29,0.67,8.95,,0.38,15.49,2.42,-4.45,FY 2026,FY 2025,8119.999999999999,1160.0,453.54,817.1694826685247,10.59,11.456896551724139,16.26345609065156,,0.09476882643665703,15.86602178127817,,,14.285714285714288,5.176727272727272,-1.575757575757586,171.61187599512974,185.56,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,ICON PLC,1,글로벌바이오,2.08,,탈락,"PEG매출>1,PEG영익>1,ROE<10",기저효과,2026-08-23
