종목코드,기업,현재가,시총(억),네이버업종,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
440110,파두,60400.0,30267.0,,컨센서스 없음 → 산출불가,1,코스닥,0.72,반도체,팹리스,파두,,보류,컨센서스 없음,,2026-09-14
011070,LG이노텍,506000.0,119756.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.69,반도체,전자부품,LG이노텍,,보류,컨센서스 없음,,2026-09-14
295310,에이치브이엠,49550.0,6100.0,,컨센서스 없음 → 산출불가,1,코스닥,0.65,반도체,소재·부품,에이치브이엠,,보류,컨센서스 없음,,2026-09-14
000990,DB하이텍,109900.0,47812.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.64,미분류,-,DB하이텍,,보류,컨센서스 없음,,2026-09-14
138080,오이솔루션,22400.0,2773.0,,컨센서스 없음 → 산출불가,1,코스닥,0.63,AI·전력인프라,광통신,오이솔루션,,보류,컨센서스 없음,,2026-09-14
452280,한선엔지니어링,10720.0,2063.0,,컨센서스 없음 → 산출불가,1,코스닥,0.61,반도체,소재·부품,한선엔지니어링,,보류,컨센서스 없음,,2026-09-14
327260,RF머트리얼즈,43250.0,7780.0,,컨센서스 없음 → 산출불가,1,코스닥,0.6,AI·전력인프라,RF·통신부품,RF머트리얼즈,,보류,컨센서스 없음,,2026-09-14
099320,쎄트렉아이,70700.0,7743.0,,컨센서스 없음 → 산출불가,1,코스닥,0.57,조선·방산·우주,우주·위성,쎄트렉아이,,보류,컨센서스 없음,,2026-09-14
010170,대한광통신,14200.0,22079.0,,컨센서스 없음 → 산출불가,1,코스닥,0.56,AI·전력인프라,광통신,대한광통신,,보류,컨센서스 없음,,2026-09-14
080580,오킨스전자,21650.0,4566.0,,컨센서스 없음 → 산출불가,1,코스닥,0.55,반도체,테스트·후공정,오킨스전자,,보류,컨센서스 없음,,2026-09-14
347700,스피어,19480.0,10042.0,,컨센서스 없음 → 산출불가,1,코스닥,0.53,AI·전력인프라,데이터센터 부품,스피어,,보류,컨센서스 없음,,2026-09-14
189300,인텔리안테크,62200.0,6679.0,,컨센서스 없음 → 산출불가,1,코스닥,0.51,조선·방산·우주,우주·위성,인텔리안테크,,보류,컨센서스 없음,,2026-09-14
448900,한국피아이엠,47300.0,2873.0,,컨센서스 없음 → 산출불가,1,코스닥,0.45,반도체,소재·부품,한국피아이엠,,보류,컨센서스 없음,,2026-09-14
139130,iM금융지주,18700.0,29614.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,0.43,금융,은행,iM금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
460860,동국제강,10130.0,5025.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.17,미분류,-,동국제강,,보류,컨센서스 없음,,2026-09-14
011780,금호석유화학,122900.0,30918.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.15,미분류,-,금호석유화학,,보류,컨센서스 없음,,2026-09-14
