종목코드,기업,현재가,시총(억),네이버업종,순이익(E),영업이익(E),fPOR,fPER,fPER(사이트),PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(매출)3y,PEG(영익)3y,영업이익률(E),ROE(E),매출증가율1y,영익증가율1y,배당수익률,추정연도,전년영업이익률,전년도,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
389470,인벤티지랩,28450.0,3786.0,제약,,,,,,,,,,,,,,,,,2026.12(E),-979.3103448275862,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,1.24,바이오·헬스케어,신약·플랫폼,인벤티지랩,,보류,컨센서스 없음,기저효과,2026-08-23
138080,오이솔루션,23400.0,2896.0,통신장비,15.0,21.0,137.9047619047619,193.06666666666666,191.82,5.541013333333333,,3.4772182376236267,,10.193626895333837,,2.7131782945736433,2.15,34.84320557491289,,,2026.12(E),-27.874564459930312,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,1.2,AI·전력인프라,광통신,오이솔루션,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
003470,유안타증권,4545.0,8757.0,증권,,,,,,,,,,,,,,,,5.96,2026.12(E),2.87175338745558,2025.12,기저효과→PEG(영익)1y 산출불가,1,Korea플러스배당,1.19,금융,증권,유안타증권,,금융,영업이익·PEG 기준 부적합(별도 판단),기저효과,2026-08-23
253450,스튜디오드래곤,21150.0,6357.0,방송과엔터테인먼트,347.0,476.0,13.355042016806722,18.319884726224785,17.82,1.7937938790050711,0.323793311440252,5.882015865491652,1.2762579180598244,,,8.138143272354249,4.37,10.212926323723392,56.57894736842106,,2026.12(E),5.728283399283965,2025.12,,1,K컬처,1.14,엔터·게임·콘텐츠,미디어·콘텐츠,스튜디오드래곤,0.323793311440252,탈락,"PEG매출>1,ROE<10,이익률<10",,2026-08-23
103590,일진전기,65600.0,31281.61584,전기장비,1790.0,2416.0,12.947688675496687,17.475763039106145,17.85,1.2087599834153062,0.29229373578681955,0.8012713001446651,0.23581406111848466,0.7482035385501351,0.29928748922288534,10.323903939834201,26.32,14.457595617724728,59.78835978835979,0.92,2026.12(E),7.395089504059474,2025.12,,1,K신재생에너지,1.11,AI·전력인프라,변압기·전력기기,일진전기,0.29229373578681955,탈락,PEG매출>1,,2026-08-23
078930,GS,116200.0,107944.56519,석유와가스,29876.0,51701.0,2.0878622307112047,3.613086262886598,4.37,0.26168274977902445,0.047486045552647,0.5523652172451973,0.12198180598678844,1.0849456318593202,0.31204127185086084,18.038609553648996,15.93,13.807124336386845,76.08732672592895,5.33,2026.12(E),11.658546463840281,2025.12,,1,코리아밸류업,1.1,지주·소재,지주,GS,0.047486045552647,통과,,,2026-08-23
028050,삼성E&A,45150.0,88494.0,건설,7620.0,9821.0,9.010691375623663,11.613385826771653,11.95,0.6202966040745144,0.4841559428097803,3.1329063958229844,21.550416926784425,39.370750909033376,,9.16206433315919,14.68,18.722310827573985,23.986870344653454,3.28,2026.12(E),8.773037391458443,2025.12,,1,K이노베이션,1.09,로봇·산업재,플랜트·건설,삼성E&A,0.4841559428097803,탈락,이익률<10,,2026-08-23
237690,에스티팜,99700.0,20814.008086,제약,692.0,753.0,27.641445001328023,30.078046367052025,30.32,1.1601032534826923,0.8094533066427237,1.2791651958101549,0.4636231894724825,2.213258147978627,0.9704601144927874,18.027292315058656,10.93,25.927042508290633,37.158469945355186,0.42,2026.12(E),16.55110039192041,2025.12,,1,K바이오,1.08,바이오·헬스케어,바이오시밀러·CDMO,에스티팜,0.8094533066427237,탈락,"PEG매출>1,fPER>30",,2026-08-23
175330,JB금융지주,26600.0,49614.805184,은행,7661.0,10225.0,4.852303685476772,6.476283146325545,6.7,,0.8785419430549593,,1.0396782809110907,,0.7598004881487329,,12.25,,7.371626588260005,4.44,2026.12(E),20.565813627038118,2025.12,,1,Korea플러스배당,1.07,금융,은행,JB금융지주,0.8785419430549593,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
051910,LG화학,252500.0,178245.666075,화학,-2295.0,13021.0,13.689091934183242,,-58.28,,,,,,,2.3152148788250564,-1.03,22.443514571477085,10.26335845541535,0.6,2026.12(E),2.5709632893699843,2025.12,기저효과→PEG(영익)1y 산출불가,1,K신재생에너지,1.05,2차전지·에너지,소재,LG화학,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
010170,대한광통신,12120.0,18844.861992,통신장비,-32.0,-23.0,,,-574.1,,,,,,,-1.1488511488511488,,43.615494978479184,,,2026.12(E),-15.351506456241031,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,1.02,AI·전력인프라,광통신,대한광통신,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
005387,현대차2우B,196100.0,68564.26673,자동차,111350.0,115689.0,0.5926602073663011,0.6157545283340817,10.91,0.1410317902085592,0.6991496391566718,0.11565643505027065,,0.10063491880949205,,5.951493545076433,8.45,4.366069007728668,0.8807192249670859,4.75,2026.12(E),6.157112982505121,2025.12,,1,Korea플러스배당,1.01,자동차,완성차,현대차2우B,0.6991496391566718,탈락,"ROE<10,이익률<10",비지배괴리,2026-08-23
131290,티에스이,222000.0,24556.37238,반도체와반도체장비,1610.0,1876.0,13.089750735607677,15.252405204968944,17.14,0.24657959262763587,0.05422097804078555,0.37004165038994097,0.13054621547133877,0.3745247911800643,,27.02391241717084,31.16,61.855910468640715,281.3008130081301,0.78,2026.12(E),11.47120540918629,2025.12,,1,코스닥,0.95,반도체,테스트·후공정,티에스이,0.13054621547133877,통과,,기저효과,2026-08-23
100790,미래에셋벤처투자,14500.0,7702.0,창업투자,,,,,,,,,,,,,,,,,2026.12(E),14.637197664720599,2025.12,,1,코스닥,0.91,금융,증권,미래에셋벤처투자,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
323280,태성,48450.0,14795.65131,전자장비와기기,,,,,,,,,,,,,,,,,2026.12(E),-6.596306068601583,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,0.91,반도체,기판·PCB,태성,,보류,컨센서스 없음,기저효과,2026-08-23
010130,고려아연,1237000.0,258198.62653,비철금속,12747.0,22605.0,11.42219095465605,20.255638701655293,20.29,0.45733371792073924,0.24259110749143648,0.4950196102200511,0.2638841406130053,0.5769293165324055,0.3991673651036854,9.444407306516036,11.04,44.29071793295112,83.49703709716698,1.52,2026.12(E),7.4264976277889305,2025.12,,1,K신재생에너지,0.84,지주·소재,철강·비철,고려아연,0.24259110749143648,탈락,이익률<10,,2026-08-23
417200,LS머트리얼즈,10860.0,7347.0,전기제품,,,,,,,,,,,,,,,,0.18,2026.12(E),-0.06510416666666666,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,0.78,AI·전력인프라,전선·케이블,LS머트리얼즈,,보류,컨센서스 없음,기저효과,2026-08-23
011070,LG이노텍,550000.0,130169.0885,전자장비와기기,9238.0,12651.0,10.28923314362501,14.090613606841307,14.09,0.8768231496634115,0.15614494331860473,1.4848684798213305,0.41610828066772865,1.9451648905087888,0.9364264727780457,4.977690691470526,14.79,16.070074806134294,90.2406015037594,0.69,2026.12(E),3.0370011782651187,2025.12,,1,코리아밸류업,0.74,반도체,전자부품,LG이노텍,0.15614494331860473,탈락,"이익률<10,전년이익률<5",,2026-08-23
181710,NHN,75200.0,24630.360528,IT서비스,1345.0,1946.0,12.656917023638233,18.312535708550186,23.38,1.0329074725365153,0.3898038147607789,1.8643375015609558,,1.9723057592534152,0.3533229892541584,6.569219862944334,6.97,17.729115332644476,46.97885196374622,1.72,2026.12(E),5.2619028694062475,2025.12,,1,코스피,0.68,인터넷·통신,플랫폼,NHN,0.3898038147607789,탈락,"PEG매출>1,ROE<10,이익률<10",,2026-08-23
218410,RFHIC,47150.0,12530.320903,통신장비,564.0,551.0,22.741054270417422,22.216881033687944,23.78,0.5147003112293292,0.2836783570003956,0.42599349254578256,0.043899912552827575,0.6600539997778438,0.047428418379351536,20.714285714285715,14.56,43.16469321851453,78.31715210355988,1.23,2026.12(E),16.630785791173306,2025.12,,1,코스닥,0.66,AI·전력인프라,RF·통신부품,RFHIC,0.2836783570003956,통과,,,2026-08-23
089010,켐트로닉스,21550.0,3614.0,전자장비와기기,,484.0,7.466942148760331,,,,,,,,,5.762590784617217,,31.74901960784313,108.62068965517241,0.72,2026.12(E),3.6392156862745098,2025.12,,1,코스닥,0.62,반도체,기판·PCB,켐트로닉스,,보류,컨센서스 없음,,2026-08-23
452280,한선엔지니어링,9910.0,1907.0,기계,,,,,,,,,,,,,,,,,2026.12(E),15.50632911392405,2025.12,,1,코스닥,0.61,반도체,소재·부품,한선엔지니어링,,보류,컨센서스 없음,,2026-08-23
033640,네패스,18220.0,4201.0,반도체와반도체장비,490.0,502.0,8.368525896414342,8.573469387755102,12.11,0.6962939156971202,0.07729112554112554,0.6967160535297765,0.030161860263214546,1.1160599020692499,0.12133702382382278,8.5724043715847,24.65,12.313003452243954,110.92436974789916,,2026.12(E),4.56463367855773,2025.12,,1,코스닥,0.6,반도체,테스트·후공정,네패스,0.07729112554112554,탈락,"이익률<10,전년이익률<5",,2026-08-23
099320,쎄트렉아이,69400.0,7600.0,우주항공과국방,161.0,205.0,37.073170731707314,47.20496894409938,69.73,3.0520962732919257,0.46746668274739195,2.608812976595737,,1.969579230195556,,8.58099623273336,4.29,15.466408893185113,100.98039215686273,0.15,2026.12(E),4.9299178347027555,2025.12,,1,코스닥,0.59,조선·방산·우주,우주·위성,쎄트렉아이,0.46746668274739195,탈락,"PEG매출>1,ROE<10,이익률<10,fPER>30,전년이익률<5",비지배괴리,2026-08-23
077360,덕산하이메탈,9350.0,4248.0,반도체와반도체장비,240.0,328.0,12.951219512195122,17.7,19.31,0.40349855351976843,,0.8818545695439115,0.5397228288657511,0.5360587296496587,,9.644222287562481,10.08,43.86632825719121,1071.4285714285713,,2026.12(E),1.1844331641285957,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,0.57,반도체,소재·부품,덕산하이메탈,0.5397228288657511,탈락,"이익률<10,전년이익률<5",기저효과,2026-08-23
189300,인텔리안테크,62900.0,6754.0,통신장비,431.0,370.0,18.254054054054055,15.670533642691415,16.22,0.6137625676720806,0.07521856148491879,0.6331642545056422,,1.6376643672517883,0.3059523631327449,9.22233300099701,14.45,25.531914893617014,208.33333333333334,0.34,2026.12(E),3.754693366708386,2025.12,,1,코스닥,0.54,조선·방산·우주,우주·위성,인텔리안테크,,탈락,"PEG영익>1,이익률<10,전년이익률<5",기저효과,2026-08-23
448900,한국피아이엠,52700.0,3201.0,자동차부품,,,,,,,,,,,,,,,,,2026.12(E),4.0650406504065035,2025.12,,1,코스닥,0.5,반도체,소재·부품,한국피아이엠,,보류,컨센서스 없음,,2026-08-23
327260,RF머트리얼즈,32900.0,5918.0,우주항공과국방,155.0,181.0,32.69613259668508,38.18064516129032,45.36,0.7093853202431042,0.26405305999397044,0.7815367483999736,,1.4032968859653128,,18.356997971602436,21.23,53.82215288611545,144.5945945945946,,2026.12(E),11.54446177847114,2025.12,,1,코스닥,0.47,AI·전력인프라,RF·통신부품,RF머트리얼즈,0.26405305999397044,탈락,fPER>30,,2026-08-23
080580,오킨스전자,16700.0,3522.0,반도체와반도체장비,216.0,275.0,12.807272727272727,16.305555555555557,16.2,0.2839934399343994,0.11036077235772358,0.33100301526023895,0.058142147119401945,0.4323811614878884,,18.506056527590847,35.3,57.415254237288124,147.74774774774775,,2026.12(E),11.758474576271187,2025.12,,1,코스닥,0.46,반도체,테스트·후공정,오킨스전자,0.11036077235772358,통과,,,2026-08-23
0009K0,에임드바이오,24500.0,15844.434445,생물공학,,,,,,,,,,,,,,,,,2026.12(E),43.97463002114165,2025.12,,1,K바이오,0.4,바이오·헬스케어,신약·플랫폼,에임드바이오,,보류,컨센서스 없음,,2026-08-23
139130,iM금융지주,17180.0,27206.8334944,은행,4929.0,6314.0,4.308969511308204,5.5197471078109155,5.71,,0.6678664965301511,,0.10067721177932559,,0.9643349259155002,,7.56,,8.264746227709185,4.5,2026.12(E),7.252829250093272,2025.12,,1,Korea플러스배당,0.4,금융,은행,iM금융지주,0.6678664965301511,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
295310,에이치브이엠,44750.0,5464.0,비철금속,108.0,175.0,31.222857142857144,50.592592592592595,50.19,0.8830465636239914,0.25080088635644193,0.9674984576438056,,1.4018251159449229,0.745551204363951,16.730401529636712,10.9,57.29323308270678,201.72413793103448,,2026.12(E),8.721804511278195,2025.12,,1,코스닥,0.4,반도체,소재·부품,에이치브이엠,,탈락,"PEG영익>1,fPER>30",기저효과,2026-08-23
174900,앱클론,27550.0,5497.0,생물공학,,,,,,,,,,,,,,,,,2026.12(E),-374.468085106383,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,0.37,바이오·헬스케어,신약·플랫폼,앱클론,,보류,컨센서스 없음,기저효과,2026-08-23
030200,KT,52400.0,132059.36294,다각화된통신서비스,15589.0,21112.0,6.2551801316786655,8.471317142857142,9.18,,,4.668155008929487,0.13775854193884834,6.637188906993061,0.9887873139385841,7.705334462320068,7.93,-2.991764680890241,-14.495160179822609,4.56,2026.12(E),8.741971803060451,2025.12,,1,Korea플러스배당,0.36,인터넷·통신,통신,KT,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10",,2026-08-23
393890,더블유씨피,8600.0,2911.0,전기제품,-834.0,-443.0,,,-3.49,,,,,,,-18.260511129431162,-9.56,118.95306859205776,,,2026.12(E),-115.1624548736462,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,0.34,2차전지·에너지,소재,더블유씨피,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
332570,PS일렉트로닉스,8970.0,4190.0,핸드셋,402.0,308.0,13.603896103896103,10.422885572139304,10.85,0.0781872169338603,0.015111246740276313,0.19000488773035826,0.1513320695574046,0.16647907980829693,0.15142316176492698,10.51912568306011,26.61,133.30677290836653,689.7435897435898,,2026.12(E),3.1075697211155378,2025.12,,1,코스닥,0.29,반도체,소재·부품,PS일렉트로닉스,0.1513320695574046,탈락,전년이익률<5,기저효과,2026-08-23
0088M0,메쥬,12050.0,1191.0,건강관리장비와용품,101.0,45.0,26.466666666666665,11.792079207920793,11.39,0.06369444243694443,,0.06000830672466082,,0.15298755203069564,,21.32701421800948,67.13,185.13513513513513,,,2026.12(E),-37.83783783783784,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,0.27,바이오·헬스케어,미용의료·의료기기,메쥬,,탈락,"PEG영익>1,전년이익률<5",기저효과,2026-08-23
475960,토모큐브,28850.0,3888.0,생명과학도구및서비스,-13.0,-22.0,,,-297.95,,,,,,,-11.0,-3.41,76.99115044247789,,,2026.12(E),-49.557522123893804,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,0.27,바이오·헬스케어,미용의료·의료기기,토모큐브,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
358570,지아이이노베이션,7630.0,4923.0,생물공학,,,,,,,,,,,,,,,,,2026.12(E),-701.7241379310345,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,0.15,바이오·헬스케어,신약·플랫폼,지아이이노베이션,,보류,컨센서스 없음,기저효과,2026-08-23
007390,네이처셀,23750.0,15303.3258,생물공학,,,,,,,,,,,,,,,,,2026.12(E),-17.391304347826086,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,0.06,바이오·헬스케어,신약·플랫폼,네이처셀,,보류,컨센서스 없음,기저효과,2026-08-23
